from_country,to_country,count
United Kingdom,Italy,1160
United Kingdom,Jamaica,1
United Kingdom,Japan,3175
United Kingdom,Jersey,33
United Kingdom,Jordan,12
United Kingdom,Kazakhstan,15
United Kingdom,Kenya,8
United Kingdom,Kyrgyzstan,2
United Kingdom,Latvia,59
United Kingdom,Lebanon,3
United Kingdom,Lesotho,1
United Kingdom,Liechtenstein,3
United Kingdom,Lithuania,173
United Kingdom,Luxembourg,55
United Kingdom,ME,5
United Kingdom,Macao,25
United Kingdom,Macedonia,14
United Kingdom,Malaysia,24
United Kingdom,Maldives,1
United Kingdom,Malta,38
United Kingdom,Martinique,2
United Kingdom,Mauritius,28
United Kingdom,Mexico,322
United Kingdom,Moldova,10
United Kingdom,Monaco,2
United Kingdom,Mongolia,2
United Kingdom,Morocco,7
United Kingdom,Myanmar,3
United Kingdom,Namibia,1
United Kingdom,Netherlands,1986
United Kingdom,New Caledonia,3
United Kingdom,New Zealand,1103
United Kingdom,Nicaragua,4
United Kingdom,Norway,629
United Kingdom,Oman,2
United Kingdom,Palestinian Territory,6
United Kingdom,Panama,6
United Kingdom,Paraguay,5
United Kingdom,Peru,33
United Kingdom,Philippines,56
United Kingdom,Poland,639
United Kingdom,Portugal,297
United Kingdom,Puerto Rico,11
United Kingdom,Qatar,18
United Kingdom,South Korea,365
United Kingdom,Reunion,12
United Kingdom,Romania,221
United Kingdom,Russia,1003
United Kingdom,Saint Pierre and Miquelon,1
United Kingdom,Saint Vincent and The Grenadines,1
United Kingdom,Saudi Arabia,7
United Kingdom,Senegal,1
United Kingdom,Serbia,39
United Kingdom,Seychelles,1
United Kingdom,Singapore,147
United Kingdom,Slovakia,135
United Kingdom,Slovenia,92
United Kingdom,South Africa,203
United Kingdom,Spain,1022
United Kingdom,Sri Lanka,1
United Kingdom,Sweden,896
United Kingdom,Switzerland,1599
United Kingdom,Taiwan,125
United Kingdom,Tanzania,2
United Kingdom,Thailand,85
United Kingdom,Trinidad and Tobago,6
United Kingdom,Tunisia,7
United Kingdom,Turkey,51
United Kingdom,Uganda,6
United Kingdom,Ukraine,202
United Kingdom,United Arab Emirates,96
United Kingdom,United Kingdom,34987
United Kingdom,United States,32187
United Kingdom,Uruguay,42
United Kingdom,Venezuela,2
United Kingdom,Vietnam,32
United Kingdom,XK,3
United Kingdom,Zambia,1
United States,Afghanistan,1
United States,Albania,5
United States,American Samoa,1
United States,Antigua and Barbuda,1
United States,Argentina,104
United States,Armenia,5
United States,Aruba,1
United States,Australia,6514
United States,Austria,509
United States,Azerbaijan,2
United States,Bahamas,4
United States,Bahrain,3
United States,Bangladesh,2
United States,Barbados,8
United States,Belarus,16
United States,Belgium,1000
United States,Benin,1
United States,Bermuda,13
United States,Bolivia,7
United States,Bosnia and Herzegovina,15
United States,Botswana,2
United States,Brazil,318
United States,Brunei Darussalam,13
United States,Bulgaria,47
United States,China,283
United States,Cambodia,7
United States,Canada,7271
United States,Cayman Islands,2
United States,Chile,191
United States,Colombia,73
United States,Cook Islands,8
United States,Costa Rica,42
United States,Croatia,89
United States,Cyprus,25
United States,Czech Republic,320
United States,Denmark,529
United States,Dominican Republic,12
United States,Ecuador,18
United States,Egypt,8
United States,El Salvador,10
United States,Estonia,114
United States,Faroe Islands,4
United States,Fiji,2
United States,Finland,717
United States,France,3245
United States,French Guiana,2
United States,Georgia,34
United States,Germany,7725
United States,Gibraltar,4
United States,Greece,244
United States,Greenland,3
United States,Guadeloupe,2
United States,Guam,7
United States,Guatemala,10
United States,Guernsey,2
United States,Honduras,12
United States,Hong Kong,122
United States,Hungary,169
United States,Iceland,71
United States,India,95
United States,Indonesia,53
United States,Ireland,994
United States,Isle of Man,10
United States,Israel,349
United States,Italy,1135
United States,Jamaica,2
United States,Japan,3390
United States,Jersey,11
United States,Jordan,9
United States,Kazakhstan,18
United States,Kenya,9
United States,Kuwait,14
United States,Kyrgyzstan,5
United States,Lao People's Democratic Republic,1
United States,Latvia,60
United States,Lebanon,11
United States,Liberia,1
United States,Liechtenstein,8
United States,Lithuania,104
United States,Luxembourg,58
United States,ME,6
United States,Macao,9
United States,Macedonia,9
United States,Malawi,4
United States,Malaysia,56
United States,Malta,12
United States,Martinique,2
United States,Mauritius,3
United States,Mexico,434
United States,Moldova,5
United States,Monaco,3
United States,Morocco,7
United States,Mozambique,1
United States,Myanmar,1
United States,Namibia,9
United States,Netherlands,1772
United States,New Caledonia,7
United States,New Zealand,957
United States,Nicaragua,1
United States,Nigeria,2
United States,Norfolk Island,1
United States,Norway,672
United States,Oman,7
United States,Pakistan,1
United States,Palestinian Territory,7
United States,Panama,16
United States,Paraguay,4
United States,Peru,55
United States,Philippines,104
United States,Poland,665
United States,Portugal,312
United States,Puerto Rico,17
United States,Qatar,15
United States,South Korea,340
United States,Reunion,8
United States,Romania,115
United States,Russia,835
United States,Saint Lucia,2
United States,Saint Pierre and Miquelon,1
United States,Saudi Arabia,19
United States,Senegal,2
United States,Serbia,71
United States,Seychelles,7
United States,Singapore,200
United States,Slovakia,129
United States,Slovenia,113
United States,South Africa,242
United States,Spain,931
United States,Sri Lanka,3
United States,Sweden,927
United States,Switzerland,1349
United States,Taiwan,112
United States,Tanzania,2
United States,Thailand,100
United States,Trinidad and Tobago,7
United States,Tunisia,2
United States,Turkey,43
United States,U.S. Virgin Islands,3
United States,Uganda,3
United States,Ukraine,116
United States,United Arab Emirates,75
United States,United Kingdom,14179
United States,United States,119005
United States,Uruguay,27
United States,Venezuela,7
United States,Vietnam,29
United States,Wallis and Futuna,4
Uruguay,Argentina,2
Uruguay,Australia,2
Uruguay,Austria,2
Uruguay,Brazil,1
Uruguay,Canada,1
Uruguay,Chile,6
Uruguay,China,3
Uruguay,Croatia,1
Uruguay,Denmark,2
Uruguay,Finland,1
Uruguay,France,4
Uruguay,Georgia,2
Uruguay,Germany,10
Uruguay,Greece,1
Uruguay,Ireland,2
Uruguay,Italy,1
Uruguay,Japan,4
Uruguay,Liechtenstein,1
Uruguay,Macedonia,1
Uruguay,Mexico,2
Uruguay,Netherlands,1
Uruguay,Norway,2
Uruguay,Peru,1
Uruguay,Poland,3
Uruguay,Portugal,2
Uruguay,Slovenia,2
Uruguay,Spain,6
Uruguay,Sweden,2
Uruguay,Switzerland,4
Uruguay,Ukraine,1
Uruguay,United Kingdom,17
Uruguay,United States,21
Uruguay,Uruguay,18
Uruguay,Vanuatu,1
Venezuela,Argentina,2
Venezuela,Australia,1
Venezuela,Austria,1
Venezuela,China,1
Venezuela,Canada,4
Venezuela,Chile,2
Venezuela,Denmark,1
Venezuela,Ecuador,1
Venezuela,Finland,1
Venezuela,France,5
Venezuela,Germany,3
Venezuela,Hungary,1
Venezuela,Ireland,1
Venezuela,Italy,2
Venezuela,Japan,6
Venezuela,Mexico,3
Venezuela,Netherlands,1
Venezuela,New Zealand,1
Venezuela,Peru,1
Venezuela,Philippines,1
Venezuela,Poland,1
Venezuela,Romania,1
Venezuela,Russia,1
Venezuela,Serbia,1
Venezuela,Slovakia,1
Venezuela,Spain,2
Venezuela,United Kingdom,4
Venezuela,United States,41
Venezuela,Venezuela,4
Vietnam,Australia,2
Vietnam,China,2
Vietnam,Canada,2
Vietnam,Denmark,1
Vietnam,France,5
Vietnam,Germany,5
Vietnam,Hong Kong,1
Vietnam,Indonesia,1
Vietnam,Italy,2
Vietnam,Japan,2
Vietnam,Lithuania,1
Vietnam,Mexico,1
Vietnam,Netherlands,2
Vietnam,Poland,1
Vietnam,Russia,4
Vietnam,Singapore,1
Vietnam,Spain,3
Vietnam,Sweden,1
Vietnam,Taiwan,1
Vietnam,Thailand,1
Vietnam,United Kingdom,19
Vietnam,United States,29
Vietnam,Vietnam,1
Zambia,Australia,3
Zambia,Belgium,1
Zambia,Germany,1
Zambia,Ireland,1
Zambia,Switzerland,1
Zambia,United Kingdom,7
Zambia,United States,22
